"","tax","ERR525688","ERR525689","ERR525690","ERR525691","ERR525692","ERR525693","ERR525694","ERR525695","ERR525696","ERR525697","ERR525698","ERR525699","ERR525700","ERR525701","ERR525702","ERR525703","ERR525704","ERR525705","ERR525706","ERR525707","ERR525708","ERR525709","ERR525710","ERR525711","ERR525712","ERR525713","ERR525714","ERR525715","ERR525716","ERR525717","ERR525718","ERR525719","ERR525720","ERR525721","ERR525722","ERR525723","ERR525724","ERR525725","ERR525726","ERR525727","ERR525728","ERR525729","ERR525730","ERR525731","ERR525732","ERR525733","ERR525734","ERR525735","ERR525736","ERR525737","ERR525738","ERR525739","ERR525740","ERR525741","ERR525742","ERR525743","ERR525744","ERR525745","ERR525746","ERR525747","ERR525748","ERR525749","ERR525750","ERR525751","ERR525752","ERR525753","ERR525754","ERR525755","ERR525756","ERR525757","ERR525758","ERR525759","ERR525760","ERR525761","ERR525762","ERR525763","ERR525764","ERR525765","ERR525766","ERR525767","ERR525768","ERR525769","ERR525770","ERR525771","ERR525772","ERR525773","ERR525774","ERR525775","ERR525776","ERR525777","ERR525778","ERR525779","ERR525780","ERR525781","ERR525782","ERR525783","ERR525784","ERR525785","ERR525786","ERR525787","ERR525788","ERR525789","ERR525790","ERR525791","ERR525792","ERR525793","ERR525794","ERR525795","ERR525796","ERR525797","ERR525798","ERR525799","ERR525800","ERR525801","ERR525802","ERR525803","ERR525804","ERR525805","ERR525806","ERR525807","ERR525808","ERR525809","ERR525810","ERR525811","ERR525812","ERR525813","ERR525814","ERR525815","ERR525816","ERR525817","ERR525818","ERR525819","ERR525820","ERR525821","ERR525822","ERR525823","ERR525824","ERR525825","ERR525826","ERR525827","ERR525828","ERR525829","ERR525830","ERR525831","ERR525832","ERR525833","ERR525834","ERR525835","ERR525836","ERR525837","ERR525838","ERR525839","ERR525840","ERR525841","ERR525842","ERR525843","ERR525844","ERR525845","ERR525846","ERR525847","ERR525848","ERR525849","ERR525850","ERR525851","ERR525854","ERR525855","ERR525856","ERR525857","ERR525858","ERR525859","ERR525860","ERR525861","ERR525862","ERR525863","ERR525865","ERR525866","ERR525867","ERR525868","ERR525870","ERR525871","ERR525872","ERR525873","ERR525874","ERR525875","ERR525876","ERR525877","ERR525878","ERR525879","ERR525880","ERR525881","ERR525882","ERR525883","ERR525884","ERR525885","ERR525886","ERR525887","ERR525888","ERR525889","ERR525890","ERR525891","ERR525892","ERR525893","ERR525894","ERR525895","ERR525896","ERR525897","ERR525898","ERR525899","ERR525900","ERR525901","ERR525902","ERR525903","ERR525904","ERR525905","ERR525906","ERR525907","ERR525908","ERR525909","ERR525910","ERR525911","ERR525912","ERR525913","ERR525914","ERR525915","ERR525916","ERR525917","ERR525918","ERR525919","ERR525920","ERR525921","ERR525922","ERR525923","ERR525924","ERR525925","ERR525926","ERR525927","ERR525928","ERR525929","ERR525930","ERR525931","ERR525932","ERR525933","ERR525934","ERR525935","ERR525936","ERR525937","ERR525938","ERR525939","ERR525940","ERR525941","ERR525942","ERR525943","ERR525944","ERR525945","ERR525946","ERR525947","ERR525948","ERR525949","ERR525950","ERR525951","ERR525952","ERR525953","ERR525954","ERR525955","ERR525956","ERR525957","ERR525958","ERR525959","ERR525960","ERR525961","ERR525962","ERR525963","ERR525964","ERR525965","ERR525966","ERR525967","ERR525968","ERR525969","ERR525970","ERR525971","ERR525972","ERR525973","ERR525974","ERR525975","ERR525976","ERR525977","ERR525978","ERR525979","ERR525980","ERR525981","ERR525982","ERR525983","ERR525984","ERR525985","ERR525986","ERR525987","ERR525988","ERR525989","ERR525990","ERR525991","ERR525992","ERR525993","ERR525994","ERR525995","ERR525996","ERR525997","ERR525998","ERR525999","ERR526000","ERR526001","ERR526002","ERR526003","ERR526004","ERR526005","ERR526006","ERR526007","ERR526008","ERR526009","ERR526010","ERR526011","ERR526012","ERR526013","ERR526014","ERR526015","ERR526017","ERR526018","ERR526019","ERR526020","ERR526021","ERR526022","ERR526023","ERR526024","ERR526025","ERR526026","ERR526027","ERR526028","ERR526029","ERR526030","ERR526031","ERR526032","ERR526033","ERR526034","ERR526035","ERR526036","ERR526037","ERR526038","ERR526039","ERR526040","ERR526041","ERR526042","ERR526043","ERR526044","ERR526045","ERR526046","ERR526047","ERR526048","ERR526049","ERR526050","ERR526051","ERR526052","ERR526053","ERR526054","ERR526055","ERR526056","ERR526057","ERR526058","ERR526059","ERR526060","ERR526061","ERR526062","ERR526063","ERR526064","ERR526065","ERR526066","ERR526067","ERR526068","ERR526069","ERR526070","ERR526071","ERR526072","ERR526073","ERR526074","ERR526075","ERR526076","ERR526077","ERR526078","ERR526079","ERR526080","ERR526081","ERR526082","ERR526083","ERR526084","ERR526085","ERR526086","ERR526087"
"281","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum",0,2,0,0,1,0,0,3,0,0,0,0,2,0,1,8,0,0,5,0,0,0,0,0,0,0,0,1,1,0,3,0,13,0,0,0,0,2,0,0,0,5,0,7,1,1,0,0,0,9,0,0,0,15,1,11,2,3,2,2,3,0,0,1,2,3,1,2,0,1,0,13,1,0,1,4,0,0,1,0,0,1,0,7,1,2,0,4,0,1,0,2,1,0,0,0,1,1,0,1,3,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,2,0,2,0,9,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,11,0,0,104,5,0,6,4,0,1,0,0,0,0,7,0,4,0,0,0,1,8,2,0,0,6,1,8,7,0,12,0,8,0,0,0,1,0,5,0,1,0,0,1,2,0,2,1,0,0,1,0,0,1,0,1,0,0,3,0,0,1,2,0,1,0,15,1,0,0,0,16,0,0,5,1,1,0,1,0,3,1,3,0,0,0,0,1,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,25,0,2,1,1,0,1,0,6,0,0,0,1,0,0,11,5,7,0,2,0,0,0,1,0,3,0,1,0,1,0,3,15,0,0,2,1,1,0,3,4,0,0,1,0,0,0,0,0,0,0,9,1,0,27,2,0,3,3,5,4,1,0,2,27,0,1,11,1,2,0,1,0,0,2,0,0,0,3,1,0,0,0,0,1,0,1,1,0,6,5,0,1,1,5,1,0,0,2,0,1,0,2,16,3,1,2,14,0,0,0,4,1,1,0,0,0,1,2,1,1,0,0,0,1,0,0,1,1,0,1,0,752,0,1,0,0,1,7,3,2,0,0
"282","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glyciniphilum",2,0,0,0,4,1,0,0,0,1,0,1,1,0,0,8,1,0,6,0,12,0,1,0,1,0,1,0,4,0,2,0,1,28,1,0,0,1,1,0,0,6,1,1,0,1,1,0,0,3,0,0,0,0,0,1,5,2,4,0,4,0,0,3,0,1,0,0,0,1,7,5,2,1,0,27,0,2,0,0,0,0,0,5,3,9,0,5,0,0,0,4,0,0,0,3,5,0,0,1,1,0,0,2,0,1,0,2,0,0,0,3,0,0,2,0,4,4,0,0,0,2,0,1,0,9,0,0,2,0,0,2,1,0,0,8,0,0,0,1,22,1,0,0,0,0,0,0,0,0,0,13,22,3,1,3,0,1,0,2,0,2,0,3,0,6,0,0,0,5,0,0,0,0,4,0,2,0,0,0,0,6,0,0,0,2,1,13,0,0,0,0,3,1,1,1,1,4,0,4,0,0,0,2,5,4,0,11,1,4,0,1,0,0,0,2,0,0,0,2,2,0,0,4,0,2,0,6,0,2,0,5,0,0,0,0,6,0,0,1,2,1,0,4,2,4,0,16,0,0,0,2,2,0,3,0,10,0,1,0,1,1,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,8,1,0,13,0,0,0,2,0,0,1,0,3,10,1,2,0,0,0,1,0,0,0,3,15,0,0,4,0,0,0,3,3,0,0,36,1,0,1,1,1,1,1,0,1,0,12,3,2,0,3,2,4,0,0,5,0,2,4,1,2,0,9,1,0,0,1,0,4,0,2,1,1,9,13,0,1,0,3,4,1,0,2,0,0,1,2,6,0,0,2,0,1,1,0,1,5,0,12,0,7,0,6,10,2,3,14,0,1,0,15
"283","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_halotolerans",2,1,0,2,4,1,0,0,0,4,0,1,0,2,0,6,0,2,5,5,0,1,3,0,5,0,0,1,2,1,7,1,5,1,0,0,0,1,2,0,0,6,1,1,4,1,3,4,0,9,2,0,0,5,0,0,14,3,2,0,0,3,4,1,1,13,0,3,0,3,0,2,0,0,1,12,0,2,0,1,0,3,1,2,0,17,0,12,0,4,0,2,1,0,0,0,0,2,0,0,0,2,0,0,2,2,0,2,0,1,0,6,0,1,6,1,2,27,0,3,0,5,0,0,0,2,1,5,0,0,0,1,0,5,0,2,0,2,0,0,0,1,1,7,0,8,0,3,0,4,2,3,0,3,0,7,3,8,1,1,0,0,0,1,0,5,0,0,1,1,0,1,0,0,9,2,0,1,0,0,0,14,2,2,2,0,0,17,0,0,0,1,3,1,0,2,3,2,0,5,0,11,1,3,5,1,0,15,1,8,2,10,1,1,0,1,1,0,1,4,0,2,0,0,1,2,0,4,2,24,0,0,0,0,0,3,2,6,0,0,0,3,0,1,9,3,2,2,3,0,0,0,0,0,2,0,12,0,1,1,4,0,1,2,1,14,1,2,2,0,0,1,1,0,0,2,0,1,0,4,1,1,1,5,7,0,0,11,0,1,0,1,1,0,0,2,0,1,1,0,4,2,0,1,0,0,0,3,2,0,0,2,0,0,0,4,2,2,0,7,1,4,0,0,2,0,1,0,0,0,6,0,4,1,19,0,6,0,0,5,0,9,6,1,3,0,9,0,0,0,2,0,6,0,1,4,3,3,2,0,4,0,1,3,2,3,2,0,1,0,2,1,2,0,3,0,4,0,0,0,7,1,4,2,5,0,5,2,3,40,7,0,4,0,2
"284","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_humireducens",0,5,0,4,5,0,1,0,0,25,0,27,0,0,6,31,2,0,5,0,4,0,0,0,2,1,1,1,12,2,6,0,9,0,0,0,0,1,0,0,0,11,0,0,0,13,2,0,0,30,0,0,0,10,3,5,6,2,3,2,15,0,1,2,0,20,0,1,0,7,2,31,2,0,3,27,0,6,0,5,0,2,0,12,0,7,1,4,0,2,0,11,0,1,0,0,1,1,0,3,2,0,0,0,1,1,0,1,0,0,2,12,19,15,3,0,5,11,3,2,0,7,6,6,1,17,1,15,14,1,0,48,0,5,0,0,0,1,1,4,4,4,0,7,0,4,2,2,0,3,0,24,3,3,0,6,0,1,0,5,0,0,0,13,0,8,2,0,0,20,0,0,1,0,2,0,13,0,0,10,0,19,0,7,1,0,0,25,1,0,0,0,2,0,6,1,3,3,1,4,0,4,3,4,0,0,2,10,2,9,0,9,103,1,0,1,4,0,0,2,3,2,0,7,0,0,0,13,2,13,0,13,0,1,1,0,5,1,0,8,0,0,0,110,3,6,2,34,0,2,0,2,2,1,6,0,31,0,0,2,2,0,0,0,32,0,1,3,5,4,0,8,3,2,0,6,0,0,0,13,0,0,0,18,1,0,0,2,0,1,0,0,0,1,0,1,1,0,0,10,8,5,0,16,0,3,0,2,1,0,0,6,0,0,0,4,3,0,0,7,1,13,2,2,4,0,7,0,0,0,4,9,1,0,7,2,4,8,0,0,1,3,3,1,3,0,3,0,0,1,3,0,1,0,14,2,2,14,19,1,1,0,5,10,3,0,5,3,0,0,12,11,2,0,9,0,3,3,0,2,2,0,19,1,7,0,3,0,4,18,20,0,1,0,14
"285","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_imitans",1,3,1,1,1,0,5,1,0,1,0,2,1,4,0,2,1,28,0,0,2,34,1,0,2,0,0,0,3,3,4,0,1,41,11,1,0,0,0,0,0,3,3,0,0,10,18,18,0,16,2,10,0,5,0,0,3,3,3,1,4,1,2,1,0,10,0,3,0,0,7,10,0,1,4,16,0,3,0,0,1,0,0,4,0,3,0,1,0,4,0,3,0,0,0,0,0,0,0,3,6,18,0,42,0,0,1,1,0,0,0,0,0,2,1,2,5,6,0,1,3,2,1,0,0,2,3,2,0,0,0,6,0,1,0,1,0,2,0,1,0,1,0,1,4,13,2,2,0,5,0,5,0,4,0,11,1,6,1,1,1,0,0,0,0,15,4,4,0,7,1,0,0,0,2,1,5,0,0,0,0,10,3,9,0,0,2,12,0,0,3,0,10,4,2,1,1,7,0,13,0,2,2,3,7,16,0,14,0,6,1,1,2,2,0,1,1,3,0,0,1,3,0,1,1,0,0,3,3,22,0,3,2,0,3,5,4,0,0,0,0,1,0,1,3,1,0,1,10,0,0,0,1,0,12,0,7,1,0,0,3,4,0,1,0,14,0,6,2,0,0,0,0,0,0,9,0,0,0,2,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,20,6,4,0,0,5,1,2,0,12,0,0,0,2,1,0,0,13,0,1,0,5,15,8,1,0,1,0,7,0,0,3,2,0,3,2,12,20,9,3,3,2,1,12,7,0,4,0,16,0,0,0,4,0,3,0,6,1,8,2,7,0,0,0,2,2,1,0,3,2,1,1,1,0,2,0,1,0,2,1,23,0,5,0,6,0,1,0,3,7,1,12,5,3,2,0,12
"286","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeikeium",19,35,1,5,10,2,2,8,1,14,1,13,3,1,2,4,11,7,16,0,6,1,6,1,3,9,4,51,14,1,3,0,4,3,0,0,0,4,29,13,0,22,3,38,8,9,13,11,4,13,6,6,5,34,2,1,11,13,11,2,11,3,5,10,22,20,7,6,1,9,1,23,37,26,16,11,1,2,2,5,0,3,0,9,2,28,0,13,2,8,0,17,5,0,1,0,2,1,1,2,0,11,4,82,0,2,0,1,2,1,0,29,4,1,37,23,9,52,0,18,118,18,0,1,0,42,98,19,36,8,4,24,0,8,0,10,0,8,0,3,4,2,2,7,0,13,0,8,2,181,3,38,12,6,5,963,4,35,10,18,0,1,1,7,2,50,0,45,23,1699,0,1,6,0,4,2,4,4,1,6,2,113,38,0,12,1,0,39,0,1,0,2,13,11,8,9,160,12,0,5,2,7,76,1,48,7,0,11,2,10,224,10,4,2,2,1,0,7,14,4,4,34,3,13,16,5,3,40,6,130,0,3,3,21,0,126,9,13,1,19,0,0,0,23,20,3,3,7,5,0,0,3,7,0,3,2,42,0,1,3,144,37,30,4,1,16,0,582,13,195,1,13,1,0,0,19,1,10,0,9,8,11,279,14,9,4,0,20,0,2,3,1,1,0,0,8,0,15,1,7,49,1,0,11,3,1,10,20,12,0,6,16,1,1,13,125,5,5,23,24,3,11,19,3,3,3,58,10,3,0,4,6,3,8,20,18,30,9,2,3,33,295,76,0,4,5,22,0,1,2,8,1,16,0,18,13,17,36,39,8,3,1,24,10,75,3,13,5,0,1,6,1,1,3,12,46,2,2,73,1,8,0,10,0,1,7,10,6,12,91,44,1,2,0,23
"287","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kroppenstedtii",0,3,0,0,1,9,5,1,0,6,0,4,8,2,1,3,21,1,16,0,3,13,1,0,1,2,6,204,14,1,16,0,2,15,1,1,0,0,19,3,0,6,4,0,1,13,1,0,0,4,6,0,0,14,1,0,1,0,3,1,4,0,0,3,0,9,11,0,0,4,0,4,0,3,22,38,2,1,0,1,2,64,353,7,11,248,2,8,1,4,0,5,2,1,0,0,1,0,0,2,1,0,1,3,0,10,3,0,1,49,0,1,7,12,5,0,13,3,0,2,4,5,1,1,1,7,3,12,2,10,106,1,0,7,0,3,14,0,0,3,0,71,187,11,3,1,1,3,0,9,0,8,2,9,0,3,4,16,148,1,0,0,0,7,39,22,2,7,0,4,8,3,1,0,3,492,8,0,0,6,1,32,63,5,1,1,1,8,0,8,13,0,3,2,3,3,1,11,0,3,4,8,0,2,1,1,1,0,0,10,3,23,3,1,0,0,1,0,1,2,1,0,2,4,13,0,7,1,12,99,0,4,0,0,1,0,6,0,0,10,3,8,0,14,11,345,0,5,0,0,10,2,4,0,0,0,8,1,2,2,2,1,5,1,0,4,45,14,9,33,0,6,0,1,0,2,2,2,0,14,0,47,37,5,4,1,0,14,3,2,0,2,9,0,0,13,0,3,0,3,1,69,6,5,0,21,18,4,1,0,0,0,0,20,3,0,0,3,0,1,19,11,1,3,5,3,4,0,2,0,0,3,133,1,6,13,68,899,2,6,1,106,0,0,9,0,5,2,114,0,7,12,24,11,2,4,9,2,4,0,8,4,4,6,25,0,3,0,1,0,3,0,5,0,3,0,1,0,3,4,6,1,2,1,1,0,1,2,1,1,2,20,80,0,0
"288","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kutscheri",3,4,0,0,0,0,0,2,0,5,0,1,6,0,0,2,2,0,13,0,0,12,0,0,6,1,0,0,5,4,3,0,9,0,9,0,0,3,3,0,0,4,1,8,0,1,1,2,0,2,0,0,0,9,0,3,1,0,2,4,0,0,0,1,1,2,9,0,0,2,0,8,0,0,9,10,1,0,0,0,0,0,0,3,4,2,0,3,3,5,0,2,4,0,0,1,16,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,3,3,0,2,4,0,1,0,1,0,3,2,2,2,1,2,2,0,0,5,2,2,0,18,5,1,7,9,6,0,0,0,3,2,1,0,0,0,1,7,2,5,0,5,0,7,4,3,10,0,0,4,0,3,1,0,0,0,0,0,0,0,3,0,8,3,2,2,4,4,0,3,1,0,2,1,3,2,0,0,0,1,14,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,5,6,0,0,5,0,3,0,3,2,0,0,2,1,7,0,0,0,0,0,3,0,0,0,2,1,1,0,1,1,0,0,1,5,0,14,0,1,1,2,1,0,2,0,0,26,11,0,1,10,0,0,0,0,1,0,2,2,3,2,3,10,0,0,6,6,0,0,2,1,1,0,4,0,0,0,2,9,0,0,5,24,3,0,3,2,1,26,1,6,0,0,2,7,10,4,7,0,0,0,1,0,1,0,1,1,1,2,5,6,0,0,1,0,0,1,5,7,1,1,2,0,3,1,1,0,0,0,4,0,0,1,1,0,0,7,0,5,3,1,1,0,0,0,3,1,1,7,3,10,0,4,45,1,0,2,0,2,4,3,0,2,0,0,5,4,21,2,4,0,1,1,0,0,1,2
"289","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lactis",12,62,0,0,15,2,0,7,0,4,0,10,0,0,2,0,7,0,9,0,9,0,1,0,2,5,3,2,7,1,8,0,4,11,0,0,0,13,0,0,0,0,0,1,0,14,1,6,0,15,1,0,0,42,0,2,5,2,8,5,25,0,10,0,0,8,0,3,0,2,13,6,2,2,5,2,0,3,0,0,0,0,1,5,2,29,1,17,0,3,0,17,16,1,0,5,3,0,1,0,4,12,0,5,0,2,0,5,0,1,0,7,0,3,3,2,4,7,0,3,1,10,2,1,0,14,2,4,1,0,0,24,1,6,0,7,0,6,0,1,3,0,0,8,1,3,0,0,0,44,0,3,3,0,0,14,2,32,1,2,0,0,2,4,0,11,0,0,0,16,0,1,1,0,3,0,4,0,0,7,0,13,3,0,0,4,0,6,9,0,1,1,1,31,10,0,17,8,3,1,0,0,2,12,0,1,2,8,0,8,1,2,16,1,0,3,1,0,0,1,52,1,0,6,0,2,0,21,1,67,0,2,2,0,14,7,4,1,0,2,0,0,0,16,3,4,0,9,1,1,0,1,0,0,0,1,15,0,19,0,2,1,0,6,1,0,0,9,4,2,0,1,0,1,0,5,0,10,0,12,0,0,9,3,0,3,0,0,0,14,1,17,0,0,0,1,0,0,3,12,0,0,0,9,0,1,2,21,0,2,0,0,0,0,1,30,4,0,1,11,0,21,4,2,0,0,8,1,1,0,0,5,4,0,18,62,8,4,3,5,2,13,12,3,8,0,25,0,0,0,12,1,10,0,10,2,1,5,10,1,57,15,18,2,1,0,0,1,0,0,0,2,0,0,7,0,1,0,3,1,12,1,1,34,5,1,5,58,2,12,12,0,0,0,8
"290","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_marinum",0,1,2,37,16,1,0,0,0,25,0,22,0,0,1,38,3,0,8,0,19,0,0,0,38,3,0,0,8,2,6,0,19,3,0,2,0,3,0,0,0,21,31,0,0,10,0,14,0,21,1,0,1,12,3,8,9,1,11,6,6,3,4,17,0,18,0,1,1,28,2,13,0,0,9,18,0,0,0,8,0,0,0,13,2,6,0,12,0,5,0,36,3,1,0,4,1,1,2,12,2,15,0,5,0,4,0,39,0,1,0,30,16,8,2,0,21,10,1,3,1,8,12,0,0,13,0,11,4,8,0,28,2,6,0,4,0,2,0,10,15,6,0,22,35,13,3,45,0,4,0,15,2,5,0,6,0,1,0,3,0,7,0,33,0,24,0,0,4,81,1,1,0,1,8,1,30,6,0,13,3,15,0,15,57,1,0,23,14,24,1,0,20,4,7,0,13,20,0,8,0,17,1,12,46,10,53,12,0,13,4,6,17,13,0,26,3,0,0,9,13,1,0,20,2,0,1,31,0,8,0,18,38,31,2,0,12,2,0,25,0,0,0,16,6,8,1,27,49,1,0,9,11,62,3,0,18,2,0,1,2,14,0,17,5,1,1,9,25,1,0,1,71,7,56,17,1,3,0,22,0,3,1,9,3,1,0,12,0,7,0,1,5,3,8,11,10,0,1,25,6,0,0,10,0,2,3,21,25,1,0,52,0,0,0,29,13,1,0,22,0,10,0,2,6,6,16,0,16,0,1,2,2,1,20,0,6,0,4,19,0,2,11,1,6,1,23,1,0,0,17,0,5,0,12,1,2,16,22,1,0,0,15,19,2,1,13,0,0,0,11,3,8,7,17,3,3,0,1,1,40,0,7,0,32,1,8,2,1,11,66,0,2,0,9
"291","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_maris",2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,5,4,0,4,0,2,0,1,0,4,6,1,0,2,0,4,0,1,1,0,0,0,6,0,1,0,1,2,25,7,4,1,2,0,1,0,0,0,5,2,0,1,2,6,1,12,0,0,3,0,5,0,2,0,2,0,2,17,13,2,1,1,3,0,3,0,1,0,3,3,21,0,5,0,0,0,2,1,1,0,4,0,1,0,1,7,2,0,0,14,0,0,3,0,0,0,2,6,0,0,0,26,9,0,2,0,2,0,1,0,1,1,2,10,7,0,10,1,2,0,5,0,2,0,0,0,1,0,1,0,3,0,6,0,3,0,6,0,0,0,1,2,0,1,0,1,0,0,0,0,2,1,0,0,5,0,0,0,0,1,0,1,0,0,2,0,2,2,0,9,2,0,5,1,0,0,1,0,1,0,0,3,1,0,0,0,5,0,2,4,3,0,2,1,12,37,0,2,2,0,1,2,0,1,0,2,2,0,5,0,0,0,2,0,3,0,0,4,4,1,0,4,4,0,8,0,0,0,5,2,3,1,2,1,0,0,0,0,1,2,0,6,0,1,5,3,2,0,1,0,11,0,1,0,1,0,1,2,0,0,4,0,0,0,1,4,5,4,2,2,0,0,13,5,5,0,19,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,2,11,1,0,3,1,1,0,2,12,0,0,4,0,4,1,0,1,1,0,0,5,0,4,4,0,0,10,0,4,4,0,1,0,1,1,0,0,0,54,0,0,0,5,1,2,0,5,5,9,1,2,2,3,0,7,1,13,0,2,4,0,0,9,1,0,3,5,34,3,0,0,0,5,2,3,3,12,0,12,0,6,20,6,1,2,0,8
"292","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_minutissimum",4,7,1,4,0,10,0,2,0,5,0,5,3,0,0,0,5,7,2,0,0,0,1,0,2,0,0,2,3,3,0,0,0,24,0,0,0,2,0,0,0,3,1,0,0,4,2,1,0,5,1,0,5,0,0,0,4,12,1,0,2,7,7,0,1,0,0,1,2,3,0,5,0,2,28,7,1,0,0,0,0,0,0,0,3,17,0,3,0,1,0,2,9,2,0,4,1,0,0,0,7,18,1,2,1,0,0,1,0,0,0,1,0,2,2,6,10,2,0,3,0,9,0,0,1,7,19,0,0,2,2,2,0,0,0,1,0,1,0,0,5,7,4,11,2,0,1,0,0,3,4,12,0,1,0,24,1,15,0,0,1,1,0,0,0,6,1,0,0,19,0,0,3,0,1,1,11,0,0,0,0,71,5,0,0,0,2,14,0,0,0,6,6,0,12,1,19,6,0,0,0,1,12,1,20,2,1,9,0,5,0,17,0,0,0,3,0,0,1,1,0,1,0,3,0,0,0,10,0,2,0,7,0,0,2,7,1,0,0,1,1,0,0,5,18,0,10,4,3,0,1,0,1,0,1,0,4,0,0,1,28,8,0,5,2,0,0,62,5,0,2,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,19,0,2,1,0,1,0,0,0,0,0,0,0,3,0,0,6,3,1,4,34,0,0,0,2,0,0,0,7,0,0,0,4,0,5,1,0,0,5,16,0,1,0,1,1,1,2,8,2,3,3,2,2,0,86,9,0,1,4,11,0,1,4,12,0,0,1,5,0,4,0,0,0,0,0,1,3,3,1,0,0,0,0,3,0,0,0,2,0,0,0,2,4,1,1,1,1,3,1,0,0,2,11,1,0,0,0,0
"293","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mustelae",0,4,0,0,8,0,0,1,0,1,0,4,0,0,0,4,2,1,5,0,2,0,0,0,3,0,0,2,3,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,4,7,0,12,0,0,1,8,0,1,1,0,8,14,0,0,0,3,0,12,0,1,0,6,0,7,0,0,0,6,1,0,70,3,0,0,0,3,3,1,0,7,1,2,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,8,1,0,1,1,7,0,2,0,1,1,5,1,0,38,1,6,0,1,0,3,1,2,0,3,0,1,0,0,0,0,0,12,7,0,0,7,0,7,0,20,0,10,0,3,3,0,2,0,0,0,0,9,0,4,0,4,0,1,0,0,0,0,5,0,7,0,0,0,0,6,1,3,2,0,0,3,0,0,0,0,3,1,1,2,0,0,0,0,0,5,1,3,0,4,1,1,0,12,0,7,1,0,0,2,0,0,0,8,1,0,0,1,9,0,0,0,0,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,4,1,0,0,1,2,1,0,0,3,0,2,1,2,7,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,3,8,0,1,3,0,0,0,2,0,1,0,0,0,1,0,1,0,3,1,1,3,2,0,4,1,1,5,7,2,0,2,2,0,0,0,4,0,0,1,4,0,13,0,0,0,1,1,2,1,0,0,4,0,2,4,4,0,0,1,1,0,5,0,0,5,0,5,0,0,0,5,1,0,0,6,0,13,3,7,1,0,0,2,0,1,0,3,0,0,0,7,1,0,1,0,0,1,1,7,0,6,1,4,0,0,0,2,0,0,0,7,2,0,0,3
