#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","CV261","SAMN11633021","PRJNA530317","GCA_009433135.1","Complete",5.54244,50.5528,"chromosome:NZ_CP040316.1/CP040316.1; plasmid pO157:NZ_CP040317.1/CP040317.1",,2,5148,"2019-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/433/135/GCA_009433135.1_ASM943313v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/433/135/GCF_009433135.1_ASM943313v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 103246","SAMN06434185","PRJNA376490","GCA_002058765.1","Complete",5.44583,50.5,"chromosome:NZ_CP019944.1/CP019944.1",,1,4921,"2017-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/058/765/GCA_002058765.1_ASM205876v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/058/765/GCF_002058765.1_ASM205876v1"
"Escherichia coli O157","Bacteria;Proteobacteria;Gammaproteobacteria","Al Ain","SAMN12670427","PRJNA563225","GCA_008462425.1","Complete",5.44461,50.5,"chromosome:NZ_CP043539.1/CP043539.1",,1,5117,"2019-09-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/462/425/GCA_008462425.1_ASM846242v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/462/425/GCF_008462425.1_ASM846242v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2014C-3655","SAMN03098211","PRJNA218110","GCA_003018775.1","Complete",5.53965,50.6316,"chromosome:NZ_CP027351.1/CP027351.1; plasmid unnamed:NZ_CP027350.1/CP027350.1",,2,5086,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/775/GCA_003018775.1_ASM301877v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/775/GCF_003018775.1_ASM301877v1"
"Escherichia coli Nissle 1917","Bacteria;Proteobacteria;Gammaproteobacteria","Nissle 1917","SAMN02794012","PRJNA248167","GCA_000714595.1","Complete",5.4412,50.6,"chromosome:NZ_CP007799.1/CP007799.1",,1,4694,"2014-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/714/595/GCA_000714595.1_ASM71459v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/595/GCF_000714595.1_ASM71459v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2011C-4251","SAMN08579577","PRJNA218110","GCA_003018915.1","Complete",5.50809,50.6815,"chromosome:NZ_CP027388.1/CP027388.1; plasmid unnamed:NZ_CP027389.1/CP027389.1",,2,5123,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/915/GCA_003018915.1_ASM301891v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/915/GCF_003018915.1_ASM301891v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","106","SAMN08773018","PRJNA445267","GCA_005222345.1","Complete",5.53132,50.4514,"chromosome:NZ_CP028698.1/CP028698.1; plasmid pTA106:NZ_CP028699.1/CP028699.1",,2,5103,"2019-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/345/GCA_005222345.1_ASM522234v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/345/GCF_005222345.1_ASM522234v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN027350","SAMN10604456","PRJNA230969","GCA_004358385.1","Complete",5.59361,50.6352,"chromosome:NZ_CP037941.1/CP037941.1; plasmid pCFSAN027350:NZ_CP037942.1/CP037942.1",,2,5217,"2019-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/358/385/GCA_004358385.1_ASM435838v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/385/GCF_004358385.1_ASM435838v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2015C-4498","SAMN08579594","PRJNA218110","GCA_003018495.1","Complete",5.5015,50.6024,"chromosome:NZ_CP027552.1/CP027552.1; plasmid unnamed:NZ_CP027553.1/CP027553.1",,2,5064,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/495/GCA_003018495.1_ASM301849v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/495/GCF_003018495.1_ASM301849v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2013C-4465","SAMN04851091","PRJNA218110","GCA_001644745.1","Complete",5.49497,50.382,"chromosome:NZ_CP015241.1/CP015241.1; plasmid unnamed1:NZ_CP015242.1/CP015242.1",,2,5116,"2016-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/745/GCA_001644745.1_ASM164474v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/745/GCF_001644745.1_ASM164474v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","10671","SAMN05544761","PRJNA336330","GCA_001890345.1","Complete",5.52054,50.4568,"chromosome:NZ_CP018250.1/CP018250.1; plasmid pO157:NZ_CP018251.1/CP018251.1",,2,5100,"2016-12-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/345/GCA_001890345.1_ASM189034v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/345/GCF_001890345.1_ASM189034v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2013C-3033","SAMN08579559","PRJNA218110","GCA_003017765.1","Complete",5.55387,50.7977,"chromosome:NZ_CP027323.1/CP027323.1; plasmid unnamed:NZ_CP027324.1/CP027324.1",,2,5186,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/765/GCA_003017765.1_ASM301776v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/017/765/GCF_003017765.1_ASM301776v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","149","SAMN08773054","PRJNA445267","GCA_005221565.1","Complete",5.51729,50.4554,"chromosome:NZ_CP028596.1/CP028596.1; plasmid pTA149:NZ_CP028597.1/CP028597.1",,2,5096,"2019-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/221/565/GCA_005221565.1_ASM522156v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/565/GCF_005221565.1_ASM522156v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","148","SAMN08773053","PRJNA445267","GCA_005221545.1","Complete",5.51723,50.4554,"chromosome:NZ_CP028598.1/CP028598.1; plasmid pTA148:NZ_CP028599.1/CP028599.1",,2,5096,"2019-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/221/545/GCA_005221545.1_ASM522154v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/545/GCF_005221545.1_ASM522154v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2009C-3378","SAMN09533786","PRJNA218110","GCA_004010595.1","Complete",5.51639,50.4568,"chromosome:NZ_CP034792.1/CP034792.1; plasmid p2009C-3378:NZ_CP034793.1/CP034793.1",,2,5110,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/595/GCA_004010595.1_ASM401059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/595/GCF_004010595.1_ASM401059v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C11","SAMN03252418","PRJNA269191","GCA_001900355.1","Complete",5.41457,50.8,"chromosome:NZ_CP010133.1/CP010133.1",,1,4932,"2016-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/355/GCA_001900355.1_ASM190035v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/355/GCF_001900355.1_ASM190035v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NZRM4165","SAMN10177968","PRJNA494713","GCA_008926085.1","Complete",5.5045,50.4524,"chromosome:NZ_CP032791.1/CP032791.1; plasmid pNZRM4165:NZ_CP032792.1/CP032792.1",,2,5164,"2019-10-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/085/GCA_008926085.1_ASM892608v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/926/085/GCF_008926085.1_ASM892608v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","350","SAMN05544765","PRJNA336330","GCA_001890265.1","Complete",5.50434,50.4546,"chromosome:NZ_CP018243.1/CP018243.1; plasmid pO157:NZ_CP018244.1/CP018244.1",,2,5191,"2016-12-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/265/GCA_001890265.1_ASM189026v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/265/GCF_001890265.1_ASM189026v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0013","SAMN04014854","PRJNA292901","GCA_003571685.1","Complete",5.48111,50.7205,"chromosome:NZ_CP032204.1/CP032204.1; plasmid unnamed:NZ_CP032205.1/CP032205.1",,2,4995,"2018-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/685/GCA_003571685.1_ASM357168v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/571/685/GCF_003571685.1_ASM357168v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","CDC#03-98","SAMN03256350","PRJNA218110","GCA_002249955.1","Complete",5.4981,50.4498,"chromosome:NZ_CP022689.1/CP022689.1; plasmid p0157:NZ_CP022688.1/CP022688.1",,2,5064,"2017-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/955/GCA_002249955.1_ASM224995v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/955/GCF_002249955.1_ASM224995v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","21B8","SAMN11633025","PRJNA530317","GCA_009432415.1","Complete",5.49488,50.4542,"chromosome:NZ_CP040309.1/CP040309.1; plasmid pO157:NZ_CP040310.1/CP040310.1",,2,5084,"2019-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/415/GCA_009432415.1_ASM943241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/432/415/GCF_009432415.1_ASM943241v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2014C-3599","SAMN03098208","PRJNA218110","GCA_003018935.1","Complete",5.48375,50.6329,"chromosome:NZ_CP027435.1/CP027435.1; plasmid unnamed:NZ_CP027436.1/CP027436.1",,2,5070,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/935/GCA_003018935.1_ASM301893v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/935/GCF_003018935.1_ASM301893v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","S40","SAMN03252454","PRJNA269191","GCA_001900945.1","Complete",5.39918,50.9,"chromosome:NZ_CP010235.1/CP010235.1",,1,4988,"2016-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/945/GCA_001900945.1_ASM190094v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/945/GCF_001900945.1_ASM190094v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","M7638","SAMN11633023","PRJNA530317","GCA_009432795.1","Complete",5.39636,50.5,"chromosome:NZ_CP040313.1/CP040313.1",,1,5010,"2019-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/795/GCA_009432795.1_ASM943279v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/432/795/GCF_009432795.1_ASM943279v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NZRM3614","SAMN10177967","PRJNA494713","GCA_008926105.1","Complete",5.48836,50.551,"chromosome:NZ_CP032793.1/CP032793.1; plasmid pNZRM3614:NZ_CP032794.1/CP032794.1",,2,5162,"2019-10-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/105/GCA_008926105.1_ASM892610v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/926/105/GCF_008926105.1_ASM892610v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2015C-3107","SAMN08579558","PRJNA218110","GCA_003018695.1","Complete",5.47021,50.6341,"chromosome:NZ_CP027317.1/CP027317.1; plasmid unnamed:NZ_CP027318.1/CP027318.1",,2,5022,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/695/GCA_003018695.1_ASM301869v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/695/GCF_003018695.1_ASM301869v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","95-3192","SAMN08579569","PRJNA218110","GCA_003018995.1","Complete",5.38552,50.7,"chromosome:NZ_CP027362.1/CP027362.1",,1,4845,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/995/GCA_003018995.1_ASM301899v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/995/GCF_003018995.1_ASM301899v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","F3398","SAMN11633024","PRJNA530317","GCA_009432635.1","Complete",5.47464,50.4542,"chromosome:NZ_CP040311.1/CP040311.1; plasmid pO157:NZ_CP040312.1/CP040312.1",,2,5031,"2019-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/635/GCA_009432635.1_ASM943263v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/432/635/GCF_009432635.1_ASM943263v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","13E0780","SAMN06563569","PRJNA378906","GCA_002057245.1","Complete",5.37129,50.6,"chromosome:NZ_CP020106.1/CP020106.1",,1,5045,"2017-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/057/245/GCA_002057245.1_ASM205724v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/057/245/GCF_002057245.1_ASM205724v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","7784","SAMN05544762","PRJNA336330","GCA_001890305.1","Complete",5.46206,50.4532,"chromosome:NZ_CP018247.1/CP018247.1; plasmid pO157:NZ_CP018248.1/CP018248.1",,2,5020,"2016-12-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/305/GCA_001890305.1_ASM189030v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/305/GCF_001890305.1_ASM189030v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2015C-3121","SAMN08579565","PRJNA218110","GCA_003017935.1","Complete",5.47077,50.781,"chromosome:NZ_CP027340.1/CP027340.1; plasmid unnamed:NZ_CP027341.1/CP027341.1",,2,4998,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/935/GCA_003017935.1_ASM301793v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/017/935/GCF_003017935.1_ASM301793v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-101","SAMN14125718","PRJNA607272","GCA_012974565.1","Complete",5.35713,50.5,"chromosome:NZ_CP048920.1/CP048920.1",,1,4871,"2020-05-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/974/565/GCA_012974565.1_ASM1297456v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/974/565/GCF_012974565.1_ASM1297456v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","04-00955","SAMN10740161","PRJNA514979","GCA_004564035.1","Complete",5.34982,50.6,"chromosome:NZ_CP035498.1/CP035498.1",,1,4961,"2019-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/564/035/GCA_004564035.1_ASM456403v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/035/GCF_004564035.1_ASM456403v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C3","SAMN03252411","PRJNA269191","GCA_001900515.1","Complete",5.41327,50.5871,"chromosome:NZ_CP010119.1/CP010119.1; plasmid A:NZ_CP010120.1/CP010120.1",,2,5160,"2016-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/515/GCA_001900515.1_ASM190051v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/515/GCF_001900515.1_ASM190051v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","28Eco12","SAMN08963308","PRJNA451184","GCA_004759025.1","Complete",5.43539,50.5543,"chromosome:NZ_CP038505.1/CP038505.1; plasmid p28Eco12:NZ_CP038506.1/CP038506.1",,2,4960,"2019-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/759/025/GCA_004759025.1_ASM475902v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/759/025/GCF_004759025.1_ASM475902v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","86-3153","SAMN08579608","PRJNA218110","GCA_003018635.1","Complete",5.41703,50.5849,"chromosome:NZ_CP027597.1/CP027597.1; plasmid unnamed:NZ_CP027598.1/CP027598.1",,2,4881,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/635/GCA_003018635.1_ASM301863v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/635/GCF_003018635.1_ASM301863v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","U1","SAMN11231229","PRJNA528569","GCA_006965465.1","Complete",5.45003,50.5095,"chromosome:NZ_CP041359.1/CP041359.1; plasmid unnamed1:NZ_CP041358.1/CP041358.1",,2,5060,"2019-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/965/465/GCA_006965465.1_ASM696546v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/965/465/GCF_006965465.1_ASM696546v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2013C-4361","SAMN04516926","PRJNA218110","GCA_003017975.1","Complete",5.38846,50.5908,"chromosome:NZ_CP027347.1/CP027347.1; plasmid unnamed:NZ_CP027348.1/CP027348.1",,2,4918,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/975/GCA_003017975.1_ASM301797v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/017/975/GCF_003017975.1_ASM301797v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_401","SAMN07312445","PRJNA231221","GCA_002393465.1","Complete",5.38737,50.6509,"chromosome:NZ_CP023531.1/CP023531.1; plasmid unnamed:NZ_CP023530.1/CP023530.1",,2,4911,"2017-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/393/465/GCA_002393465.1_ASM239346v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/465/GCF_002393465.1_ASM239346v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","RM11911","SAMN12822942","PRJNA573729","GCA_008761495.2","Complete",5.48543,50.8915,"chromosome:NZ_CP044313.1/CP044313.1; plasmid pRM11911:NZ_CP051656.1/CP051656.1",,2,5073,"2019-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/495/GCA_008761495.2_ASM876149v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/761/495/GCF_008761495.2_ASM876149v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C7","SAMN03252414","PRJNA269191","GCA_001901425.1","Complete",5.37241,50.6861,"chromosome:NZ_CP010240.1/CP010240.1; plasmid A:NZ_CP010241.1/CP010241.1",,2,5115,"2016-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/425/GCA_001901425.1_ASM190142v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/425/GCF_001901425.1_ASM190142v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","A1_136","SAMN10887812","PRJNA521419","GCA_005886035.1","Complete",5.30571,50.6,"chromosome:NZ_CP040390.1/CP040390.1",,1,4949,"2019-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/886/035/GCA_005886035.1_ASM588603v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/035/GCF_005886035.1_ASM588603v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2014C-3061","SAMN08579591","PRJNA218110","GCA_003018155.1","Complete",5.39805,50.5704,"chromosome:NZ_CP027548.1/CP027548.1; plasmid unnamed:NZ_CP027549.1/CP027549.1",,2,4939,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/155/GCA_003018155.1_ASM301815v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/155/GCF_003018155.1_ASM301815v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC10444","SAMEA3529258","PRJEB6403","GCA_900635325.1","Complete",5.29503,50.5,"chromosome 1:NZ_LR134092.1/LR134092.1",,1,4728,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/325/GCA_900635325.1_41556_D01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/325/GCF_900635325.1_41556_D01"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","09-00049","SAMN02808333","PRJNA241122","GCA_001677495.1","Complete",5.51185,50.5202,"chromosome:NZ_CP015228.1/CP015228.1; plasmid pCFSAN004180G:NZ_CP012500.1/CP012500.1",,2,5177,"2016-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/677/495/GCA_001677495.1_ASM167749v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/495/GCF_001677495.1_ASM167749v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2012EL-2448","SAMN08579603","PRJNA218110","GCA_003018615.1","Complete",5.27229,50.8,"chromosome:NZ_CP027586.1/CP027586.1",,1,4833,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/615/GCA_003018615.1_ASM301861v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/615/GCF_003018615.1_ASM301861v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","E118","SAMN14149125","PRJNA607818","GCA_011045255.1","Complete",5.26889,50.6,"chromosome:NZ_CP049196.1/CP049196.1",,1,4739,"2020-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/255/GCA_011045255.1_ASM1104525v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/255/GCF_011045255.1_ASM1104525v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","RM13752","SAMN12822944","PRJNA573729","GCA_008761455.2","Complete",5.36353,50.9299,"chromosome:NZ_CP044311.1/CP044311.1; plasmid pRM13752:NZ_CP051653.1/CP051653.1",,2,4974,"2019-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/455/GCA_008761455.2_ASM876145v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/761/455/GCF_008761455.2_ASM876145v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","15.TR.026_OXA","SAMN09976386","PRJNA489349","GCA_008807655.1","Complete",5.26044,50.6,"chromosome:NZ_CP032145.1/CP032145.1",,1,4886,"2019-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/655/GCA_008807655.1_ASM880765v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/655/GCF_008807655.1_ASM880765v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","p4A","SAMN13948677","PRJNA603908","GCA_011331215.1","Complete",5.2555,50.7,"chromosome:NZ_CP049085.1/CP049085.1",,1,4861,"2020-03-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/331/215/GCA_011331215.1_ASM1133121v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/331/215/GCF_011331215.1_ASM1133121v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","90-3040","SAMN08579586","PRJNA218110","GCA_003019075.1","Complete",5.32796,50.6666,"chromosome:NZ_CP027459.1/CP027459.1; plasmid unnamed:NZ_CP027460.1/CP027460.1",,2,4813,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/019/075/GCA_003019075.1_ASM301907v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/075/GCF_003019075.1_ASM301907v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","STEC316","SAMN12214766","PRJNA552621","GCA_009950805.1","Complete",5.32646,50.691,"chromosome:NZ_CP041431.1/CP041431.1; plasmid pSTEC316:NZ_CP041432.1/CP041432.1",,2,5008,"2020-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/950/805/GCA_009950805.1_ASM995080v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/950/805/GCF_009950805.1_ASM995080v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","FORC_043","SAMN05520965","PRJNA338095","GCA_002214745.2","Complete",5.32186,50.6418,"chromosome:NZ_CP016828.1/CP016828.1; plasmid pFORC43:NZ_CP023552.1/CP023552.1",,2,4883,"2017-07-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/745/GCA_002214745.2_ASM221474v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/745/GCF_002214745.2_ASM221474v2"
